Order ID,Item Name,Quantity
4501,prawn puree,1
4501,puree,1
4501,red sauce,1
4501,saag paneer,1
4501,vegetable karahi,1
4502,methi,1
4502,pilau rice,1
4502,saag bhajee,1
4502,sheek kehab,1
4503,chapati,1
4503,curry,1
4503,korma,2
4503,naan,1
4503,pilau rice,3
4504,butter chicken,1
4504,curry,1
4504,korma,1
4504,naan,1
4504,peshwari naan,1
4504,pilau rice,1
4505,curry,1
4505,diet coke 1.5 ltr,1
4505,french fries,1
4505,naan,1
4505,plain papadum,2
4505,plain rice,2
4506,chicken biryani,1
4506,curry,1
4506,mushroom rice,1
4506,naan,1
4507,kulcha naan,1
4507,madras,1
4507,mushroom,1
4507,mushroom rice,2
4507,pathia,1
4508,bombay aloo,1
4508,chicken tikka masala,1
4508,mango chutney,1
4508,mint sauce,1
4508,naan,1
4508,plain papadum,4
4508,plain rice,1
4509,bombay aloo,1
4509,chicken tikka biryani,1
4509,pilau rice,1
4509,tandoori chicken (main),1
4510,aloo gobi,1
4510,chicken tikka masala,1
4510,keema naan,1
4510,pathia,1
4510,pilau rice,1
4511,chicken chaat,1
4511,chicken roshni,1
4511,korma,1
4511,naan,1
4511,plain papadum,1
4511,plain rice,1
4511,saag aloo,1
4511,special fried rice,2
4512,chicken tikka (main),1
4512,korma,1
4512,mushroom rice,1
4512,naan,1
4512,onion bhaji,1
4513,brinjal bhajee,1
4513,chicken tikka masala,1
4513,naan,1
4513,tandoori mixed grill,1
4514,aloo gobi,1
4514,bhindi bhajee,1
4514,keema naan,2
4514,lamb tikka jalfrezi,1
4514,madras,1
4514,mushroom rice,1
4514,peshwari naan,1
4514,pilau rice,1
4514,rogon,1
4515,chicken tikka masala,2
4515,mini bhaji,1
4515,mushroom rice,1
4515,naan,2
4515,pilau rice,1
4516,aloo peas,1
4516,butter chicken,1
4516,chicken tikka masala,1
4516,garlic naan,1
4516,jeera chicken,1
4516,korma,1
4516,naan,3
4516,pilau rice,1
4517,chapati,1
4517,garlic naan,1
4517,garlic tikka chilli masala,1
4517,methi,1
4517,plain papadum,1
4517,tandoori chicken (main),1
4518,achar chicken,1
4518,bhindi bhajee,1
4518,chana masala,1
4518,chapati,2
4518,chicken chaat,3
4518,chicken tikka,1
4518,chicken tikka biryani,1
4518,chicken tikka jalfrezi,1
4518,crispy aloo,2
4518,garlic chicken,1
4518,garlic mushroom,1
4518,keema naan,1
4518,mixed starter,1
4518,pilau rice,3
4518,puree,1
4518,special fried rice,1
4518,tarka dall,1
4519,chicken biryani,1
4519,mango chutney,2
4519,mini bhaji,1
4519,naan,1
4519,onion chutney,1
4519,plain papadum,5
4519,rogon,1
4520,bombay aloo,1
4520,keema naan,1
4520,keema rice,1
4520,madras,1
4521,chicken tikka masala,1
4521,vegetable rice,1
4521,vegetable samosa,1
4522,chana chaat,1
4522,chapati,2
4522,mint sauce,1
4522,muttar paneer,1
4522,royal paneer,1
4522,tarka dall,1
4523,keema naan,1
4523,madras,1
4523,onion bhaji,1
4523,special fried rice,1
4524,chicken biryani,1
4524,madras,1
4524,mango chutney,2
4524,naan,1
4524,onion bhaji,1
4524,onion chutney,1
4524,plain papadum,4
4525,chicken tikka jalfrezi,1
4525,chicken tikka karahi,1
4525,french fries,1
4525,lamb chops,1
4525,pilau rice,2
4525,plain papadum,1
4525,saag aloo,1
4526,chicken karahi,1
4526,lamb shashlick curry,1
4526,vegetable dansak,1
4526,vindaloo sauce,1
4527,chicken tikka masala,3
4527,korma,1
4527,naan,1
4527,peshwari naan,1
4527,pilau rice,3
4527,plain papadum,2
4527,plain rice,1
4528,dahi,1
4528,french fries,2
4528,korma,1
4528,lamb tikka,1
4528,lemonade 1.5 ltr,1
4528,mango chutney,2
4528,plain papadum,2
4528,saag aloo,1
4528,tandoori chicken,1
4529,bombay aloo,1
4529,garlic naan,1
4529,korma,1
4529,lemon rice,1
4529,mango chutney,1
4529,mint sauce,1
4529,naan,1
4529,plain papadum,4
4529,plain rice,1
4529,saag,1
4530,butter chicken,1
4530,chapati,2
4530,chicken tikka masala,1
4530,garlic naan,2
4530,mini bhaji,1
4530,pilau rice,2
4530,saag,1
4531,chicken tikka,1
4531,madras,1
4531,mixed starter,1
4531,mushroom rice,1
4531,naan,1
4531,tandoori chicken,1
4532,chicken karahi,1
4532,mango chutney,1
4532,onion chutney,1
4532,pilau rice,2
4532,plain papadum,2
4532,vegetable curry,1
4533,bombay aloo,1
4533,chicken chaat,2
4533,naan,1
4533,onion bhaji,1
4534,mango chutney,1
4534,mint sauce,1
4534,naan,1
4534,tandoori mixed grill,1
4534,tarka dall,1
4535,garlic naan,1
4535,madras,1
4535,mango chutney,1
4535,mint sauce,1
4535,onion chutney,1
4535,pilau rice,1
4535,plain papadum,5
4536,garlic naan,1
4536,king prawn puree,1
4536,lamb chops,1
4536,madras,1
4537,aloo chaat,1
4537,garlic chicken,1
4537,garlic naan,3
4537,vegetable samosa,1
4538,aloo gobi,2
4538,chicken tikka masala,1
4538,korma,1
4538,madras,1
4538,mushroom rice,2
4538,naan,2
4538,pilau rice,3
4538,rogon,1
4539,bhuna,1
4539,chicken tikka,1
4539,chicken tikka jalfrezi,1
4539,keema naan,1
4539,mini bhaji,2
4539,mushroom rice,1
4539,naan,1
4539,pilau rice,1
4539,plain papadum,3
4539,saag aloo,1
4539,sheek kehab,1
4540,chicken tikka masala,1
4540,garlic naan,1
4540,lamb chops (main),1
4540,lamb tikka jalfrezi,1
4540,mint sauce,1
4540,naan,1
4540,pilau rice,1
4540,saag aloo,1
4541,bhuna,1
4541,bombay aloo,1
4541,chicken tikka jalfrezi,1
4541,mint sauce,1
4541,mushroom rice,1
4541,plain papadum,2
4541,puree,1
4541,red sauce,1
4541,spicy papadum,2
4542,bombay aloo,1
4542,chicken tikka masala,4
4542,keema naan,3
4542,korma,1
4542,mango chutney,1
4542,naan,1
4542,pilau rice,4
4542,plain papadum,7
4542,plain rice,1
4543,chicken tikka pasanda,1
4543,keema naan,1
4543,mint sauce,1
4543,naan,1
4543,pathia,1
4543,pilau rice,1
4543,plain papadum,1
4544,bombay aloo,1
4544,cauliflower bhajee,1
4544,chicken tikka biryani,2
4544,garlic naan,1
4544,mixed starter,1
4544,mushroom bhajee,1
4544,plain papadum,1
4544,red sauce,1
4545,coke 1.5 ltr,1
4545,green salad,1
4545,lamb biryani,1
4545,plain papadum,1
4546,crispy aloo,1
4546,lamb biryani,1
4546,mixed raita,1
4547,aloo gobi,1
4547,dhansak,1
4547,french fries,1
4547,keema rice,1
4547,mixed starter,1
4547,naan,1
4547,plain papadum,1
4547,spicy papadum,1
4547,tandoori chicken masala,1
4548,korma,1
4548,lime pickle,1
4548,mint sauce,1
4548,murgh masala,1
4548,plain papadum,1
4548,saag rice,1
4549,chicken biryani,1
4549,chicken tikka balti,1
4549,chicken tikka jalfrezi,1
4549,mango chutney,2
4549,naan,1
4549,onion chutney,2
4549,pilau rice,2
4549,plain papadum,2
4550,madras,1
4550,masala sauce,1
4550,naan,2
4550,tandoori chicken (main),1
4551,paneer shashlick,1
4551,tandoori mixed grill,2
4552,chicken tikka masala,1
4552,mini bhaji,1
4552,naan,1
4552,pilau rice,1
4553,bhindi bhajee,1
4553,kulcha naan,2
4553,mini bhaji,1
4553,paneer tikka masala,1
4553,vegetable samosa,1
4554,chana masala,1
4554,chapati,4
4554,chicken tikka (main),1
4554,onion bhaji,1
4556,chicken biryani,1
4556,madras,1
4556,pilau rice,1
4557,bhuna,1
4557,keema naan,1
4557,korma,1
4557,naan,1
4557,pilau rice,2
4557,red sauce,1
4558,madras,1
4558,meat samosa,1
4558,onion bhaji,1
4558,plain rice,1
4559,chicken tikka pasanda,1
4559,lamb tikka pasanda,1
4559,mushroom rice,1
4559,peshwari naan,1
4559,vegetable rice,1
4560,bombay aloo,2
4560,crispy aloo,2
4560,curry,1
4560,garlic naan,3
4560,madras,1
4560,mango chutney,1
4560,mint sauce,1
4560,mixed starter,2
4560,mushroom bhajee,1
4560,naan,4
4560,onion chutney,1
4560,pilau rice,1
4560,plain papadum,3
4560,prawn puree,1
4560,tandoori chicken,1
4561,bombay aloo,1
4561,curry,1
4561,french fries,1
4561,pilau rice,1
4562,bombay aloo,1
4562,chicken rezala,1
4562,crispy aloo,1
4562,dupiaza,1
4562,garlic naan,4
4562,lal mirch lamb,1
4562,lemon rice,1
4562,special fried rice,2
4563,chicken tikka karahi,1
4563,naan,1
4563,royal paneer,1
4564,chicken tikka (main),1
4564,korma,2
4564,mini bhaji,2
4564,paneer shashlick,1
4564,peshwari naan,2
4564,pilau rice,3
4564,plain papadum,4
4564,saag aloo,1
4564,tarka dall,1
4565,cauliflower bhajee,1
4565,chicken tikka pasanda,1
4565,lamb balti,1
4565,pilau rice,1
4565,plain papadum,2
4565,prawn puree,1
4565,tandoori chicken (main),1
4566,brinjal bhajee,1
4566,saag,1
4567,chicken tikka masala,1
4567,korma,1
4567,mango chutney,1
4567,mini bhaji,2
4567,mint sauce,1
4567,pilau rice,1
4567,plain papadum,4
4567,red sauce,1
4568,aloo chaat,1
4568,bombay aloo,1
4568,kulcha naan,2
4568,mango chutney,1
4568,onion chutney,1
4568,onion rice,1
4568,pathia,1
4568,pilau rice,1
4568,plain papadum,2
4568,sheek kehab,1
4569,chana chaat,1
4569,chicken tikka masala,1
4569,mint sauce,3
4569,onion chutney,3
4569,peshwari naan,1
4569,plain papadum,4
4569,saag aloo,1
4569,special fried rice,1
4570,chicken tikka masala,2
4570,keema naan,1
4570,mango chutney,1
4570,mint sauce,1
4570,onion bhaji,1
4570,pilau rice,1
4570,plain papadum,4
4571,chicken tikka pasanda,1
4571,garlic naan,1
4571,lamb shashlick curry,1
4571,mango chutney,1
4571,onion chutney,1
4571,plain papadum,3
4571,prawn puree,1
4571,vegetable samba,1
4572,chapati,2
4572,tandoori fish jalfrezi,1
4573,dupiaza,1
4573,garlic naan,1
4573,king prawn shashlick,1
4573,mushroom rice,1
4574,chicken tikka masala,1
4574,korma,1
4574,naan,1
4574,pilau rice,1
4574,saag aloo,1
4575,bombay aloo,1
4575,dhansak,2
4575,keema naan,1
4575,paratha,1
4575,pilau rice,1
4576,madras,1
4576,mini bhaji,2
4576,naan,1
4576,plain rice,1
4577,chilli paneer,1
4577,saag dall,1
4577,vegetable curry,1
4578,chicken tikka masala,1
4578,garlic naan,1
4578,korma,2
4578,lime pickle,1
4578,mango chutney,1
4578,mint sauce,1
4578,naan,1
4578,onion bhaji,1
4578,onion chutney,1
4578,pilau rice,3
4578,plain papadum,4
4578,vegetable curry,1
4579,chicken biryani,1
4579,chicken karahi,1
4579,curry,1
4579,korma,1
4579,mini bhaji,1
4579,peshwari naan,1
4579,pilau rice,1
4579,plain papadum,5
4579,saag aloo,1
4580,bombay aloo,1
4580,chicken tikka biryani,1
4580,chicken tikka masala,1
4580,curry sauce,1
4580,garlic naan,1
4580,korma,1
4580,onion rice,1
4580,pilau rice,1
4581,chicken biryani,1
4581,saag aloo,1
4581,vegetable biryani,1
4582,butter chicken,1
4582,king prawn royal,1
4582,plain rice,1
4582,sheek kehab,1
4582,tandoori roti,1
4583,bombay aloo,1
4583,cauliflower bhajee,1
4583,chicken tikka biryani,1
4583,chicken tikka masala,2
4583,garlic naan,1
4583,mushroom bhajee,1
4583,naan,1
4583,plain rice,2
4584,chicken tikka jalfrezi,1
4584,chicken tikka masala,1
4584,mushroom rice,1
4584,plain rice,1
4585,bombay aloo,1
4585,chicken chaat,2
4585,naan,1
4585,onion bhaji,1
4586,chana chaat,1
4586,garlic naan,1
4586,lamb karahi,1
4586,madras,1
4586,muttar paneer,1
4586,onion bhaji,1
4586,peshwari naan,1
4586,pilau rice,2
4587,bombay aloo,2
4587,chicken tikka (main),2
4587,chicken tikka masala,1
4587,curry,1
4587,garlic naan,2
4587,korma,2
4587,mushroom rice,2
4587,naan,1
4587,onion bhaji,2
4587,paneer tikka masala,1
4587,peshwari naan,1
4587,plain rice,2
4587,saag aloo,2
4587,sheek kebab (main),2
4588,dupiaza,1
4588,garlic naan,1
4588,mango chutney,1
4588,onion bhaji,1
4588,onion chutney,1
4588,onion rice,1
4588,plain papadum,2
4589,bombay aloo,1
4589,curry,1
4589,madras,1
4589,naan,1
4590,chicken tikka masala,1
4590,keema naan,2
4590,korma,1
4590,mint sauce,2
4590,onion bhaji,1
4590,peshwari naan,1
4590,pilau rice,2
4590,plain papadum,2
4590,saag aloo,1
4590,vegetable samosa,1
4591,aloo chaat,1
4591,garlic naan,2
4591,muttar paneer,1
4591,plain papadum,1
4591,plain rice,1
4591,royal paneer,1
4591,tarka dall,1
4592,bombay aloo,1
4592,butter chicken,1
4592,chapati,2
4592,mango chutney,1
4592,pilau rice,2
4592,plain papadum,3
4593,lamb tikka masala,1
4593,naan,1
4593,pilau rice,1
4593,saag aloo,1
4594,chana chaat,2
4594,garlic naan,1
4594,keema naan,1
4594,lamb biryani,1
4594,mango chutney,1
4594,mint sauce,1
4594,onion chutney,1
4594,pilau rice,2
4594,plain papadum,6
4594,red sauce,1
4594,saag aloo,1
4595,bhuna,1
4595,chicken tikka masala,1
4595,garlic naan,1
4595,garlic rice,1
4595,keema naan,1
4595,madras,2
4595,meat samosa,1
4595,mini bhaji,1
4595,mushroom rice,1
4595,onion rice,1
4595,plain papadum,4
4595,saag rice,1
4596,chicken tikka,1
4596,french fries,1
4596,mango chutney,3
4596,naan,1
4596,plain papadum,4
4596,plain rice,1
4597,chicken tikka jalfrezi,1
4597,keema naan,1
4597,lamb chilli masala,1
4597,lemon rice,1
4597,meat samosa,1
4597,onion bhaji,1
4597,pilau rice,1
4598,chicken tikka jalfrezi,1
4598,keema naan,1
4598,lamb chilli masala,1
4598,lemon rice,1
4598,meat samosa,1
4598,onion bhaji,1
4598,pilau rice,1
4599,chicken tikka masala,1
4599,korma,1
4599,mushroom rice,1
4599,naan,1
4599,pilau rice,1
4600,chicken tikka karahi,1
4600,mushroom,1
4600,plain rice,1
4601,korma,1
4601,onion bhaji,1
4601,peshwari naan,1
4602,korma,1
4602,naan,2
4602,persian lamb biryani,1
4602,pilau rice,2
4602,plain rice,1
4602,tandoori king prawn garlic,2
4603,bombay aloo,1
4603,chicken chaat,1
4603,keema rice,1
4603,korma,1
4603,lamb tikka,1
4603,mint sauce,1
4603,naan,1
4603,plain papadum,1
4604,curry,1
4604,garlic chicken,1
4604,pilau rice,1
4604,special fried rice,1
4604,vegetable curry,1
4605,aloo brinjal,1
4605,chicken karahi,1
4605,naan,1
4605,plain rice,1
4606,chicken tikka,1
4606,chicken tikka masala,1
4606,crispy aloo,1
4606,garlic chicken,1
4606,garlic naan,1
4606,king prawn butterfly,1
4606,stuffed paratha,1
4606,tandoori king prawn garlic,1
4607,bombay aloo,1
4607,keema naan,1
4607,mango chutney,1
4607,mixed starter,1
4607,naan,1
4607,onion chutney,2
4607,plain papadum,1
4607,sheek kehab,1
4607,vegetable curry,1
4608,aloo chaat,1
4608,bhindi bhajee,1
4608,chicken tikka masala,1
4608,naan,1
4608,plain rice,1
4608,saag paneer,1
4608,tandoori roti,1
4610,chicken tikka pasanda,1
4610,garlic naan,2
4610,meat samosa,1
4610,mini bhaji,1
4610,sheek kebab (main),1
4611,butter chicken,1
4611,chicken pakora,1
4611,chicken sylhet,1
4611,garlic naan,1
4611,garlic rice,1
4611,grapes special,1
4611,keema rice,1
4611,kulcha naan,1
4611,onion bhaji,1
4612,chicken biryani,1
4612,garlic rice,1
4612,lamb biryani,1
4612,prawn balti,1
4613,bombay aloo,1
4613,chicken royal,1
4613,chicken tikka (main),1
4613,chicken tikka masala,1
4613,king prawn puree,1
4613,mint sauce,2
4613,mushroom rice,1
4613,naan,1
4613,plain papadum,3
4614,butter chicken,1
4614,chicken pakora,1
4614,keema naan,1
4614,king prawn butterfly,1
4614,murgh masala,1
4614,saag aloo,1
4615,curry,1
4615,french fries,2
4615,korma,1
4615,naan,2
4615,pilau rice,1
4615,plain papadum,2
4616,bombay aloo,1
4616,butter chicken,1
4616,garlic naan,1
4616,pilau rice,1
4617,bombay aloo,1
4617,chicken tikka masala,1
4617,dhansak,2
4617,keema naan,1
4617,mushroom rice,2
4617,naan,1
4617,peshwari naan,1
4618,bhuna,1
4618,chicken tikka masala,2
4618,curry,1
4618,mango chutney,1
4618,methi,1
4618,mint sauce,1
4618,pilau rice,2
4618,plain papadum,7
4618,saag aloo,1
4618,special fried rice,3
4619,bombay aloo,1
4619,curry,1
4619,madras,1
4619,naan,1
4620,butter chicken,1
4620,chicken pakora,1
4620,chilli paneer,1
4620,coke 1.5 ltr,1
4620,garlic naan,2
4620,lamb chops,1
4620,naan,2
4621,chicken royal,1
4621,lemon rice,1
4621,mango chutney,1
4621,mint sauce,2
4621,peshwari naan,1
4621,pilau rice,2
4621,plain papadum,3
4621,saag aloo,1
4621,vegetable biryani,1
4622,curry,1
4622,garlic naan,1
4622,pilau rice,2
4622,saag aloo,1
4622,sheek kehab,1
4622,tandoori fish (main),1
4623,chicken tikka,1
4623,grapes special,1
4623,mini bhaji,1
4623,peshwari naan,1
4623,plain papadum,1
4624,butter chicken,1
4624,chicken royal,1
4624,jeera chicken,1
4624,lamb tikka jalfrezi,1
4624,madras,1
4624,mushroom bhajee,1
4624,mushroom rice,2
4624,pilau rice,2
4624,plain papadum,3
4624,prawn karahi,1
4624,saag paneer,1
4624,tarka dall,1
4625,bombay aloo,1
4625,chicken chaat,2
4625,naan,1
4625,onion bhaji,1
4626,chicken biryani,1
4626,dupiaza,1
4626,garlic naan,1
4627,chicken roshni,1
4627,chicken shashlick,1
4627,chicken tikka jalfrezi,1
4627,cylon,1
4627,garlic naan,2
4627,korma,1
4627,lime pickle,1
4627,mango chutney,1
4627,mint sauce,1
4627,mushroom bhajee,1
4627,onion chutney,1
4627,pilau rice,3
4627,plain papadum,4
4627,red sauce,1
4627,saag aloo,1
4627,spicy papadum,1
4627,stuffed paratha,1
4627,vindaloo,1
4628,garlic naan,4
4628,kulcha naan,1
4628,mango chutney,1
4629,kulcha naan,1
4629,madras,1
4629,mushroom,1
4629,mushroom rice,2
4629,pathia,1
4630,bhuna,1
4630,chicken tikka (main),1
4630,curry,1
4630,naan,2
4630,pilau rice,2
4630,plain rice,1
4631,chicken tikka biryani,1
4631,chicken tikka masala,1
4631,naan,1
4631,peshwari naan,1
4631,pilau rice,1
4632,garlic naan,1
4632,madras,1
4632,mixed starter,1
4632,special fried rice,1
4633,achar lamb,1
4633,chicken tikka pasanda,1
4633,garlic naan,1
4633,lamb chops,1
4633,lime pickle,1
4633,mango chutney,1
4633,naan,1
4633,plain papadum,2
4634,bombay aloo,1
4634,chicken roshni,1
4634,chicken tikka masala,1
4634,mini bhaji,1
4635,chapati,1
4635,chicken shashlick,1
4635,chicken tikka masala,1
4635,mango chutney,1
4635,mint sauce,1
4635,onion chutney,1
4635,peshwari naan,1
4635,pilau rice,1
4635,plain papadum,4
4635,saag paneer,1
4636,bhindi bhajee,1
4636,butter chicken,1
4636,cauliflower bhajee,1
4636,lamb chops (main),1
4636,mini bhaji,2
4636,mushroom bhajee,1
4636,pilau rice,1
4636,prawn puree,2
4636,vindaloo,1
4637,chicken tikka masala,1
4637,lamb tikka jalfrezi,1
4637,naan,1
4637,pilau rice,2
4638,chicken biryani,1
4638,mango chutney,2
4638,naan,1
4638,onion bhaji,1
4638,onion chutney,1
4638,plain papadum,5
4638,rogon,1
4639,bhuna,1
4639,chicken balti,1
4639,naan,1
4639,plain rice,1
4639,sheek kehab,1
4640,bhuna,1
4640,curry,1
4640,keema naan,1
4640,mango chutney,1
4640,mint sauce,1
4640,naan,1
4640,pilau rice,1
4640,plain papadum,2
4640,prawn puree,1
4641,chicken sylhet,1
4641,chicken tikka masala,1
4641,naan,1
4641,onion rice,1
4641,plain rice,1
4642,bombay aloo,1
4642,keema naan,1
4642,keema rice,1
4642,madras,1
4643,chicken tikka,1
4643,chicken tikka jalfrezi,1
4643,garlic naan,1
4643,garlic tikka chilli masala,1
4643,methi,1
4643,plain papadum,1
4644,aloo chaat,3
4644,butter chicken,1
4644,chana masala,1
4644,dahi,2
4644,garlic naan,5
4644,lamb karahi,1
4644,paneer tikka masala,1
4644,saag aloo,1
4644,sheek kehab,1
4645,chicken balti,1
4645,madras,1
4645,mini bhaji,1
4645,mushroom bhajee,1
4645,mushroom rice,1
4645,plain papadum,4
4645,red sauce,1
4645,saag aloo,1
4646,curry,1
4646,madras,1
4646,paneer shashlick,1
4646,peshwari naan,1
4646,pilau rice,1
4646,plain rice,1
4646,saag aloo,1
4646,tandoori mixed grill,1
4646,tarka dall,1
4646,vegetable samosa,2
4647,aloo gobi,1
4647,cylon,1
4647,kulcha naan,1
4647,pilau rice,1
4648,dupiaza,1
4648,grapes special,1
4648,mint sauce,1
4648,pilau rice,1
4648,plain papadum,4
4648,saag paneer,1
4649,chicken balti,1
4649,lamb tikka jalfrezi,1
4649,naan,1
4649,onion rice,1
4649,pathia,1
4649,pilau rice,1
4649,vegetable rice,1
4650,curry,1
4650,madras,1
4650,pilau rice,1
4651,butter chicken,1
4651,mango chutney,2
4651,mini bhaji,1
4651,mixed starter,1
4651,mushroom,1
4651,onion chutney,2
4651,pilau rice,1
4651,plain papadum,3
4651,red sauce,2
4652,chana chaat,1
4652,lamb biryani,1
4652,mixed raita,1
4652,tandoori fish (main),1
4653,chicken tikka,2
4653,mango chutney,2
4653,naan,1
4653,plain papadum,4
4653,plain rice,1
4654,curry,2
4654,naan,1
4654,plain rice,1
4655,naan,1
4655,pilau rice,1
4655,vegetable biryani,1
4655,vegetable masala,1
4655,vegetable samosa,1
4656,chicken tikka masala,1
4656,vegetable rice,1
4656,vegetable samosa,1
4657,garlic naan,2
4657,onion bhaji,2
4657,vegetable biryani,1
4661,bhuna,1
4661,lal mirch lamb,1
4662,bombay aloo,1
4662,chicken tikka masala,1
4662,curry,1
4662,garlic naan,1
4662,mini bhaji,1
4662,pilau rice,2
4663,bombay aloo,1
4663,chicken chaat,1
4663,curry,1
4663,garlic naan,2
4663,korma,2
4663,naan,1
4663,pilau rice,3
4665,bombay aloo,1
4665,garlic naan,1
4665,korma,1
4665,mushroom rice,2
4665,onion bhaji,1
4665,paneer tikka masala,1
4665,plain papadum,2
4665,rogon,1
4666,bhuna,1
4666,butter chicken,2
4666,chicken tikka masala,1
4666,garlic naan,4
4666,madras,1
4666,mint sauce,1
4666,mushroom rice,3
4666,pilau rice,1
4667,bombay aloo,1
4667,chicken tikka,1
4667,chicken tikka masala,1
4667,naan,1
4667,pilau rice,1
4668,french fries,1
4668,king prawn butterfly,1
4668,korma,2
4668,mango chutney,1
4668,naan,2
4668,pilau rice,1
4668,plain papadum,1
4669,aloo gobi,1
4669,chapati,4
4669,keema naan,1
4669,saag aloo,1
4669,sheek kebab (main),3
4670,chana masala,1
4670,mini bhaji,1
4670,paneer shashlick,1
4670,pilau rice,1
4670,plain papadum,1
4670,puree,1
4670,vegetable curry,1
4671,garlic naan,1
4671,green salad,1
4671,king prawn shashlick,1
4671,korma,1
4671,plain rice,1
4672,chicken tikka masala,2
4672,madras,1
4672,mushroom,1
4672,pilau rice,3
4673,butter chicken,1
4673,crispy aloo,1
4673,garlic lamb,1
4673,garlic rice,1
4673,mixed raita,1
4673,red sauce,1
4673,saag rice,1
4673,special fried rice,1
4673,stuffed paratha,1
4673,tandoori king prawn garlic,1
4674,chicken tikka masala,1
4674,korma,1
4674,mango chutney,1
4674,naan,1
4674,pilau rice,2
4674,plain papadum,2
4674,prawn puree,2
4675,bombay aloo,1
4675,chicken tikka masala,1
4675,mango chutney,1
4675,mint sauce,1
4675,naan,1
4675,plain papadum,1
4675,plain rice,1
4678,garlic naan,1
4678,naan,2
4678,saag paneer,1
4678,vindaloo,1
4679,chicken tikka karahi,1
4679,garlic naan,1
4679,tandoori fish,1
4680,garlic tikka chilli masala,1
4680,onion chutney,1
4680,saag aloo,1
4680,saag dall,1
4680,spicy papadum,2
4681,chicken biryani,1
4681,chicken tikka,1
4681,dhansak,1
4681,lamb balti,1
4681,lamb shashlick,1
4681,meat samosa,1
4681,naan,2
4681,pilau rice,2
4681,plain papadum,1
4681,sheek kehab,1
4681,vegetable samosa,1
4682,lamb tikka sizzler,1
4682,mixed starter,1
4682,naan,2
4682,pilau rice,2
4682,tandoori chicken masala,1
4683,lamb chops,1
4683,mint sauce,1
4683,mixed starter,1
4683,plain papadum,1
4684,bombay aloo,1
4684,chicken chaat,2
4684,naan,1
4684,onion bhaji,1
4685,bombay aloo,1
4685,chicken tikka jalfrezi,1
4685,keema naan,2
4685,mango chutney,1
4685,onion bhaji,1
4685,onion chutney,1
4685,pilau rice,1
4685,plain papadum,2
4686,bombay aloo,1
4686,curry,1
4686,french fries,1
4686,pilau rice,1
4687,bombay aloo,1
4687,kulcha naan,1
4687,onion chutney,1
4687,pathia,1
4687,pilau rice,1
4687,plain papadum,1
4688,bhuna,1
4688,cauliflower bhajee,1
4688,chicken tikka jalfrezi,1
4688,korma sauce,1
4688,madras,1
4688,mushroom bhajee,1
4688,mushroom rice,1
4688,paratha,3
4688,pathia,1
4688,prawn puree,1
4689,aloo gobi,1
4689,bhuna,1
4689,coke 1.5 ltr,1
4689,keema naan,1
4689,king prawn butterfly,1
4689,lamb tikka masala,1
4689,lamb tikka pasanda,1
4689,naan,1
4689,pilau rice,2
4689,sheek kehab,2
4689,tandoori roti,1
4690,chilli paneer,1
4690,dhansak,1
